,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
943,8.0,1,-0.53,15.55,17.08,62.025
953,8.0,1,-0.51,15.59,17.11,61.777
963,8.0,1,-0.4,15.72,17.13,62.513999999999996
973,8.0,1,-0.38,15.77,17.16,62.261
983,8.0,1,-0.33,15.77,17.1,61.981
993,8.0,1,-0.52,15.51,17.03,61.604
1003,8.0,1,-0.45,15.5,16.95,61.698
1013,8.0,1,-0.51,15.41,16.93,61.678000000000004
1023,8.0,1,-0.62,15.24,16.87,62.047
1033,8.0,1,-0.49,15.45,16.95,61.776
1043,8.0,1,-0.17,15.72,16.89,62.481
1053,8.0,1,-0.23,15.66,16.89,62.909
1063,8.0,1,-0.26,15.68,16.95,62.841
1073,8.0,1,-0.43,15.5,16.93,61.875
1083,8.0,1,-0.13,15.64,16.77,63.266000000000005
1093,8.0,1,0.06,15.82,16.76,62.783
1103,8.0,1,-0.66,15.26,16.92,62.038999999999994
1113,8.0,1,-0.32,15.56,16.89,62.235
1123,8.0,1,-0.81,15.17,16.98,62.352
1133,8.0,1,-0.19,15.68,16.87,62.486000000000004
1143,8.0,1,-0.8,15.06,16.87,61.906000000000006
1153,8.0,1,-0.58,15.36,16.95,61.61
1163,8.0,1,-0.64,15.34,16.98,61.861999999999995
1173,8.0,1,-0.71,15.26,16.98,61.21
1183,8.0,1,-0.6,15.39,17.0,61.409
1193,8.0,1,-0.59,15.4,17.0,62.088
1203,8.0,1,-0.58,15.4,16.99,61.63399999999999
1213,8.0,1,-0.59,15.36,16.96,61.738
1223,8.0,1,-0.41,15.53,16.95,61.736999999999995
1233,8.0,1,-0.11,15.59,16.71,62.225
1243,8.0,1,-0.17,15.55,16.73,62.111000000000004
1253,8.0,1,-0.39,15.42,16.82,61.86600000000001
1263,8.0,1,-0.64,15.28,16.93,61.316
1273,8.0,1,-0.53,15.39,16.93,61.193999999999996
1283,8.0,1,-0.77,15.15,16.93,61.588
1293,8.0,1,-0.63,15.33,16.97,61.515
1303,8.0,1,-0.68,15.34,17.02,61.58
1313,8.0,1,-0.54,15.4,16.95,61.923
1323,8.0,1,-0.56,15.42,16.99,62.435
1333,8.0,1,-0.64,15.36,17.0,62.067
1343,8.0,1,-0.48,15.46,16.95,62.708
1353,8.0,1,-0.91,15.18,17.09,61.527
1363,8.0,1,-0.72,15.23,16.96,61.87
1373,8.0,1,-0.81,15.19,17.01,61.193999999999996
1383,8.0,1,-0.35,15.6,16.95,62.641999999999996
1393,8.0,1,-0.68,15.34,17.03,61.393
1403,8.0,1,-0.67,15.31,16.98,61.656000000000006
1413,8.0,1,-0.8,15.19,17.0,61.858999999999995
1423,8.0,1,-0.53,15.38,16.91,61.605
1433,8.0,1,-0.53,15.42,16.96,61.861000000000004
1443,8.0,1,-0.55,15.41,16.97,61.993
1453,8.0,1,-0.43,15.55,16.98,62.245
1463,8.0,1,-0.4,15.55,16.96,62.049
1473,8.0,1,-0.37,15.56,16.93,61.813
1483,8.0,1,-0.45,15.5,16.95,62.372
1493,8.0,1,-0.42,15.5,16.93,61.841
1503,8.0,1,-0.34,15.56,16.9,62.236000000000004
1513,8.0,1,-0.59,15.33,16.92,62.038000000000004
1523,8.0,1,-0.73,15.15,16.89,60.802
1533,8.0,1,-0.46,15.44,16.9,62.047
1543,8.0,1,-0.48,15.48,16.97,62.041000000000004
1553,8.0,1,-0.43,15.54,16.98,62.331
1563,8.0,1,-0.54,15.42,16.97,62.254
1573,8.0,1,-0.62,15.37,16.99,61.841
1583,8.0,1,-0.52,15.54,17.07,61.751999999999995
1593,8.0,1,-0.54,15.57,17.11,62.169
1603,8.0,1,-0.38,15.69,17.08,62.283
1613,8.0,1,-0.31,15.78,17.1,62.85
1623,8.0,1,-0.43,15.7,17.14,62.145
1633,8.0,1,-0.29,15.65,16.94,62.482
1643,8.0,1,-0.28,15.7,16.99,62.098
1653,8.0,1,-0.77,15.35,17.12,61.968999999999994
1663,8.0,1,-0.6,15.43,17.04,62.332
1673,8.0,1,-1.0,15.14,17.14,61.097
1683,8.0,1,-0.74,15.23,16.98,61.843
1693,8.0,1,-1.06,14.98,17.05,61.284
1703,8.0,1,-0.52,15.53,17.05,62.034
1713,8.0,1,-0.47,15.53,17.01,62.236000000000004
1723,8.0,1,-0.61,15.39,17.0,62.042
1733,8.0,1,-0.54,15.42,16.97,61.596000000000004
1743,8.0,1,-0.61,15.29,16.91,62.0
1753,8.0,1,-0.43,15.38,16.81,61.8
1763,8.0,1,-0.52,15.22,16.74,61.151
1773,8.0,1,-0.77,15.17,16.94,61.775
1783,8.0,1,-0.72,15.22,16.94,61.681999999999995
1793,8.0,1,-0.71,15.24,16.95,61.291000000000004
1803,8.0,1,-0.47,15.42,16.9,61.88
1813,8.0,1,-0.25,15.46,16.72,61.72
1823,8.0,1,-0.14,15.54,16.69,62.0
1833,8.0,1,-0.51,15.41,16.92,61.656000000000006
1843,8.0,1,-0.5,15.44,16.94,61.818000000000005
1853,8.0,1,-0.9,14.99,16.9,61.4
1863,8.0,1,-0.4,15.5,16.91,62.18899999999999
1873,8.0,1,-0.56,15.44,17.01,62.108999999999995
1883,8.0,1,-0.56,15.28,16.85,61.496
1893,8.0,1,-0.6,15.37,16.97,61.769
1903,8.0,1,-0.31,15.77,17.08,62.678999999999995
1913,8.0,1,-0.43,15.71,17.15,62.663000000000004
1923,8.0,1,-0.25,15.86,17.12,62.394
1933,8.0,1,-0.29,15.9,17.2,62.656000000000006
1943,8.0,1,-0.48,15.67,17.16,62.111999999999995
1953,8.0,1,-0.08,15.93,17.02,62.781000000000006
1963,8.0,1,-0.34,15.63,16.98,62.586000000000006
1973,8.0,1,-0.53,15.5,17.04,62.452
