,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain
961,9,1,-5.8,15.52,22.32
971,9,1,-5.97,15.51,22.48
981,9,1,-5.81,15.51,22.33
991,9,1,-5.86,15.52,22.39
1001,9,1,-5.87,15.5,22.38
1011,9,1,-5.68,15.57,22.26
1021,9,1,-5.88,15.51,22.4
1031,9,1,-5.76,15.58,22.34
1041,9,1,-5.52,15.65,22.18
1051,9,1,-5.23,15.79,22.03
1061,9,1,-5.32,15.7,22.03
1071,9,1,-6.0,15.45,22.45
1081,9,1,-6.04,15.46,22.5
1091,9,1,-5.77,15.58,22.35
1101,9,1,-5.69,15.64,22.33
1111,9,1,-5.67,15.64,22.31
1121,9,1,-5.87,15.6,22.47
1131,9,1,-5.86,15.53,22.39
1141,9,1,-5.92,15.51,22.44
1151,9,1,-5.86,15.48,22.34
1161,9,1,-5.86,15.57,22.44
1171,9,1,-5.79,15.62,22.41
1181,9,1,-5.71,15.56,22.28
1191,9,1,-5.82,15.58,22.4
1201,9,1,-5.73,15.57,22.31
1211,9,1,-5.81,15.56,22.37
1221,9,1,-5.73,15.59,22.33
1231,9,1,-5.57,15.55,22.12
1241,9,1,-5.8,15.52,22.33
1251,9,1,-5.62,15.58,22.2
1261,9,1,-5.7,15.52,22.22
1271,9,1,-5.65,15.58,22.24
1281,9,1,-5.72,15.53,22.25
1291,9,1,-5.66,15.5,22.17
1301,9,1,-5.6,15.51,22.11
1311,9,1,-5.25,15.71,21.97
1321,9,1,-5.08,15.74,21.83
1331,9,1,-5.07,15.78,21.85
1341,9,1,-5.25,15.7,21.96
1351,9,1,-5.51,15.65,22.16
1361,9,1,-5.5,15.62,22.13
1371,9,1,-5.49,15.66,22.16
1381,9,1,-5.81,15.63,22.44
1391,9,1,-5.7,15.63,22.34
1401,9,1,-5.8,15.66,22.47
1411,9,1,-5.61,15.6,22.22
1421,9,1,-5.54,15.67,22.22
1431,9,1,-5.49,15.73,22.22
1441,9,1,-5.63,15.62,22.26
1451,9,1,-5.71,15.64,22.36
1461,9,1,-5.6,15.69,22.29
1471,9,1,-5.79,15.64,22.43
1481,9,1,-5.7,15.58,22.28
1491,9,1,-5.77,15.56,22.34
1501,9,1,-5.65,15.68,22.34
1511,9,1,-5.69,15.61,22.31
1521,9,1,-5.57,15.68,22.25
1531,9,1,-5.49,15.69,22.18
1541,9,1,-5.71,15.65,22.36
1551,9,1,-5.47,15.71,22.19
1561,9,1,-5.37,15.81,22.18
1571,9,1,-5.34,15.77,22.11
1581,9,1,-5.41,15.69,22.1
1591,9,1,-4.73,15.92,21.65
1601,9,1,-5.04,15.84,21.89
1611,9,1,-5.31,15.81,22.12
1621,9,1,-5.15,15.87,22.03
1631,9,1,-5.48,15.7,22.18
1641,9,1,-5.39,15.75,22.14
1651,9,1,-5.63,15.61,22.25
1661,9,1,-5.54,15.68,22.23
1671,9,1,-5.43,15.62,22.06
1681,9,1,-5.48,15.68,22.17
1691,9,1,-5.38,15.73,22.11
1701,9,1,-5.75,15.58,22.34
1711,9,1,-5.64,15.65,22.3
1721,9,1,-5.76,15.58,22.35
1731,9,1,-5.79,15.5,22.3
1741,9,1,-5.65,15.56,22.21
1751,9,1,-5.48,15.64,22.13
1761,9,1,-5.24,15.76,22.01
1771,9,1,-5.43,15.63,22.06
1781,9,1,-5.41,15.61,22.03
1791,9,1,-5.55,15.61,22.16
1801,9,1,-5.56,15.58,22.15
1811,9,1,-5.95,15.4,22.35
1821,9,1,-5.69,15.51,22.21
1831,9,1,-5.48,15.64,22.12
1841,9,1,-5.63,15.61,22.25
1851,9,1,-5.51,15.66,22.17
1861,9,1,-5.65,15.65,22.31
1871,9,1,-5.62,15.67,22.3
1881,9,1,-5.73,15.63,22.36
1891,9,1,-5.68,15.69,22.38
1901,9,1,-5.58,15.73,22.31
1911,9,1,-5.67,15.67,22.35
1921,9,1,-5.44,15.85,22.3
1931,9,1,-5.47,15.83,22.3
1941,9,1,-5.21,15.83,22.04
1951,9,1,-4.94,15.98,21.93
1961,9,1,-5.08,15.91,21.99
1971,9,1,-5.32,15.8,22.13
1981,9,1,-5.13,15.89,22.02
1991,9,1,-5.33,15.82,22.15
2001,9,1,-5.29,15.82,22.12
2011,9,1,-5.38,15.75,22.14
2021,9,1,-5.37,15.68,22.06
2031,9,1,-5.39,15.7,22.09
2041,9,1,-5.28,15.78,22.06
2051,9,1,-5.06,15.84,21.9
2061,9,1,-5.27,15.72,21.99
2071,9,1,-5.27,15.68,21.96
2081,9,1,-5.43,15.66,22.09
2091,9,1,-5.39,15.52,21.91
2101,9,1,-5.28,15.65,21.93
2111,9,1,-5.41,15.59,22.01
2121,9,1,-5.17,15.69,21.87
2131,9,1,-5.24,15.58,21.83
2141,9,1,-5.05,15.69,21.74
2151,9,1,-5.25,15.66,21.91
2161,9,1,-5.33,15.61,21.94
2171,9,1,-5.33,15.62,21.96
2181,9,1,-5.59,15.51,22.1
2191,9,1,-5.44,15.62,22.07
2201,9,1,-5.67,15.58,22.26
2211,9,1,-5.51,15.64,22.16
2221,9,1,-5.7,15.64,22.34
2231,9,1,-5.91,15.54,22.45
2241,9,1,-5.82,15.62,22.45
2251,9,1,-5.82,15.67,22.5
2261,9,1,-5.53,15.88,22.41
2271,9,1,-5.79,15.69,22.49
2281,9,1,-5.48,15.86,22.35
2291,9,1,-5.59,15.9,22.5
2301,9,1,-5.34,15.91,22.26
2311,9,1,-5.2,15.98,22.19
2321,9,1,-4.86,15.92,21.78
2331,9,1,-4.88,15.95,21.84
2341,9,1,-4.89,15.99,21.88
