,Test,Die,VDD (V),,Freq (GHz),Comp. level (dB),Pin_comp(dBm),Pout_comp (dBm),Linear Gain,Id (mA),,,,,,,,,,,,,,,,
693862,PDB2,AD45,5,#,2,1,-0.22,15.6,16.82,63.85,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,6,1,-0.01,15.61,16.63,63.632,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,8,1,-0.65,15.31,16.96,61.829,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,12,1,-4.81,12.9,18.72,60.187,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,0.5,3,4.65,18.03,16.37,68.188,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,2,3,3.47,17.3,16.82,68.03,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,6,3,3.75,17.39,16.63,67.421,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,8,3,3.44,17.41,16.96,64.14,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD45,5,#,12,3,-0.22,15.49,18.72,61.822,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,0.5,1,0.89,16.24,16.35,64.852,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,2,1,-0.2,15.57,16.77,63.736,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,6,1,-0.04,15.5,16.55,63.499,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,8,1,-0.58,15.27,16.86,61.801,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,12,1,-4.71,12.85,18.57,60.085,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,0.5,3,4.66,18.02,16.35,68.128,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,2,3,3.46,17.24,16.77,67.837,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,6,3,3.77,17.32,16.55,67.438,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,8,3,3.49,17.35,16.86,64.314,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD46,5,#,12,3,-0.08,15.48,18.57,61.78,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,0.5,1,0.84,16.22,16.38,64.611,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,2,1,-0.2,15.62,16.83,63.574,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,6,1,-0.02,15.61,16.64,63.28,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,8,1,-0.62,15.34,16.96,61.447,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,12,1,-4.81,12.92,18.74,59.77,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,0.5,3,4.63,18.02,16.38,67.947,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,2,3,3.45,17.28,16.83,67.767,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,6,3,3.74,17.38,16.64,67.108,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,8,3,3.45,17.42,16.96,63.865,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD47,5,#,12,3,-0.25,15.48,18.74,61.452,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,0.5,1,0.96,16.32,16.36,64.968,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,2,1,-0.17,15.65,16.83,63.867,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,6,1,0.01,15.64,16.63,63.607,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,8,1,-0.55,15.39,16.95,61.809,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,12,1,-4.72,13,18.72,60.118,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,0.5,3,4.69,18.05,16.36,68.224,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,2,3,3.48,17.31,16.83,68.054,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,6,3,3.77,17.4,16.63,67.391,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,8,3,3.49,17.45,16.95,64.182,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD48,5,#,12,3,-0.12,15.6,18.72,61.801,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,0.5,1,0.79,16.16,16.37,64.044,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,2,1,-0.3,15.53,16.84,63.002,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,6,1,-0.11,15.52,16.64,62.747,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,8,1,-0.7,15.27,16.98,60.954,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,12,1,-4.89,12.86,18.76,59.331,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,0.5,3,4.57,17.94,16.37,67.287,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,2,3,3.36,17.2,16.84,67.152,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,6,3,3.67,17.31,16.64,66.603,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,8,3,3.37,17.35,16.98,63.421,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD49,5,#,12,3,-0.3,15.45,18.76,61.036,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,0.5,1,0.63,16.02,16.39,64.149,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,2,1,-0.31,15.48,16.8,63.305,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,6,1,-0.3,15.21,16.52,62.901,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,8,1,-1.43,14.58,17.02,61.125,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,12,1,-4.39,12.84,18.23,60.101,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,0.5,3,4.44,17.83,16.39,67.022,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,2,3,3.27,17.08,16.8,66.686,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,6,3,3.48,17,16.52,66.299,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,8,3,3.05,17.07,17.02,63.311,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD50,5,#,12,3,0.44,15.68,18.23,61.885,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,0.5,1,1.02,16.49,16.46,65.539,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,2,1,-0.08,15.82,16.9,64.192,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,6,1,0.03,15.77,16.73,63.825,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,8,1,-0.41,15.64,17.06,62.021,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,12,1,-4.6,13.27,18.87,60.16,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,0.5,3,4.77,18.24,16.46,69.344,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,2,3,3.56,17.47,16.9,68.92,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,6,3,3.8,17.53,16.73,68.15,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,8,3,3.54,17.61,17.06,64.875,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD55,5,#,12,3,-0.08,15.79,18.87,62.283,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,0.5,1,1.06,16.53,16.47,65.999,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,2,1,-0.07,15.86,16.93,64.714,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,6,1,0.05,15.82,16.76,64.362,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,8,1,-0.48,15.61,17.09,62.505,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,12,1,-4.67,13.19,18.86,60.652,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,0.5,3,4.82,18.3,16.47,69.762,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,2,3,3.6,17.54,16.93,69.452,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,6,3,3.85,17.62,16.76,68.548,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,8,3,3.55,17.65,17.09,65.121,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD56,5,#,12,3,-0.12,15.74,18.86,62.496,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,0.5,1,1.06,16.58,16.51,66.063,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,2,1,-0.07,15.89,16.97,64.737,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,6,1,0.06,15.87,16.81,64.349,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,8,1,-0.47,15.68,17.16,62.488,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,12,1,-4.74,13.24,18.98,60.612,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,0.5,3,4.82,18.34,16.51,69.91,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,2,3,3.59,17.57,16.97,69.545,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,6,3,3.84,17.65,16.81,68.564,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,8,3,3.52,17.68,17.16,65.139,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD57,5,#,12,3,-0.23,15.75,18.98,62.598,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,0.5,1,1.05,16.53,16.48,65.723,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,2,1,-0.07,15.86,16.93,64.374,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,6,1,0.06,15.84,16.77,63.983,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,8,1,-0.46,15.66,17.12,62.129,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,12,1,-4.63,13.25,18.89,60.29,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,0.5,3,4.82,18.3,16.48,69.624,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,2,3,3.59,17.53,16.93,69.216,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,6,3,3.84,17.62,16.77,68.299,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,8,3,3.54,17.66,17.12,64.894,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD58,5,#,12,3,-0.1,15.78,18.89,62.267,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,0.5,1,1.07,16.59,16.51,65.825,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,2,1,-0.05,15.91,16.96,64.359,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,6,1,0.09,15.89,16.8,63.999,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,8,1,-0.41,15.74,17.16,62.105,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,12,1,-4.61,13.35,18.97,60.217,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,0.5,3,4.84,18.35,16.51,69.862,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,2,3,3.61,17.57,16.96,69.387,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,6,3,3.86,17.66,16.8,68.358,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,8,3,3.53,17.7,17.16,64.9,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD59,5,#,12,3,-0.16,15.8,18.97,62.339,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,0.5,1,1.05,16.54,16.49,65.477,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,2,1,-0.03,15.89,16.93,64.096,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,6,1,0.08,15.85,16.76,63.679,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,8,1,-0.41,15.7,17.12,61.778,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,12,1,-4.47,13.39,18.86,59.933,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,0.5,3,4.82,18.31,16.49,69.522,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,2,3,3.62,17.55,16.93,69.116,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,6,3,3.85,17.62,16.76,68.089,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,8,3,3.55,17.67,17.12,64.669,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD60,5,#,12,3,0,15.86,18.86,62.007,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,0.5,1,1.55,17.01,16.46,67.01,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,2,1,0.15,16.07,16.91,65.164,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,6,1,0.2,15.92,16.71,64.761,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,8,1,0.04,16.02,16.97,62.956,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,12,1,-4.22,13.44,18.67,60.538,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,0.5,3,5.41,18.87,16.46,71.888,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,2,3,4.12,18.04,16.91,71.793,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,6,3,4.28,17.99,16.71,70.384,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,8,3,4.05,18.03,16.97,66.302,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD7,5,#,12,3,0.2,15.87,18.67,62.799,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,0.5,1,1.47,16.97,16.5,66.81,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,2,1,0.2,16.12,16.92,65.204,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,6,1,0.2,15.91,16.71,64.713,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,8,1,-0.25,15.8,17.05,62.634,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,12,1,-4.37,13.38,18.76,60.462,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,0.5,3,5.31,18.81,16.5,71.51,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,2,3,4.03,17.96,16.92,71.274,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,6,3,4.23,17.94,16.71,70.064,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,8,3,3.89,17.95,17.05,65.895,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD8,5,#,12,3,0.08,15.84,18.76,62.579,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,0.5,1,1.38,16.96,16.57,66.77,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,2,1,0.12,16.1,16.98,65.25,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,6,1,0.11,15.88,16.77,64.512,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,8,1,-0.67,15.44,17.11,62.404,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,12,1,-3.84,13.65,18.5,60.837,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,0.5,3,5.21,18.79,16.57,71.302,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,2,3,3.93,17.91,16.98,71.039,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,6,3,4.07,17.84,16.77,69.499,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,8,3,3.71,17.82,17.11,65.625,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AD9,5,#,12,3,0.65,16.15,18.5,63.754,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,0.5,1,1.37,16.82,16.45,66.101,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,2,1,0.08,15.96,16.88,64.451,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,6,1,0.11,15.75,16.64,63.876,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,8,1,-0.86,15.16,17.02,61.628,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,12,1,-3.89,13.51,18.41,60.351,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,0.5,3,5.21,18.67,16.45,70.676,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,2,3,3.93,17.81,16.88,70.227,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,6,3,4.07,17.71,16.64,68.736,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,8,3,3.56,17.59,17.02,64.804,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ10,5,#,12,3,0.82,16.24,18.41,63.918,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,0.5,1,0.85,16.46,16.61,64.787,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,2,1,-0.31,15.65,16.96,63.679,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,6,1,0.18,15.81,16.62,63.893,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,8,1,-1.05,14.93,16.99,61.459,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,12,1,-4.88,12.8,18.69,59.865,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,0.5,3,4.65,18.26,16.61,68.217,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,2,3,3.41,17.38,16.96,68.026,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,6,3,3.73,17.36,16.62,67.781,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,8,3,3.35,17.35,16.99,64.314,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ15,5,#,12,3,-0.2,15.48,18.69,61.606,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,0.5,1,0.9,16.48,16.57,64.538,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,2,1,-0.31,15.67,16.98,63.489,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,6,1,-0.17,15.58,16.75,63.173,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,8,1,-0.79,15.27,17.07,61.212,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,12,1,-4.9,12.86,18.77,59.481,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,0.5,3,4.68,18.25,16.57,67.924,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,2,3,3.42,17.4,16.98,68.005,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,6,3,3.7,17.45,16.75,67.5,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,8,3,3.39,17.47,17.07,63.886,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ16,5,#,12,3,-0.3,15.46,18.77,61.193,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,0.5,1,0.71,16.35,16.64,64.384,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,2,1,-0.43,15.59,17.03,63.483,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,6,1,-0.36,15.45,16.81,63.144,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,8,1,-1.25,14.89,17.15,61.229,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,12,1,-5.08,12.68,18.77,59.803,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,0.5,3,4.55,18.19,16.64,67.612,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,2,3,3.31,17.34,17.03,67.691,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,6,3,3.55,17.37,16.81,67.203,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,8,3,3.21,17.36,17.15,63.674,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ17,5,#,12,3,-0.43,15.33,18.77,61.461,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,0.5,1,0.65,16.28,16.62,64.325,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,2,1,-0.6,15.42,17.02,63.39,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,6,1,-0.33,15.45,16.79,63.314,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,8,1,-0.93,15.11,17.04,61.544,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,12,1,-4.73,12.83,18.56,60.064,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,0.5,3,4.47,18.1,16.62,67.205,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ18,5,#,2,3,3.19,17.22,17.02,67.315,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
