,Test,Die,VDD (V),,Freq (GHz),Comp. level (dB),Pin_comp(dBm),Pout_comp (dBm),Linear Gain,Id (mA),,,,,,,,,,,,,,,,
693862,PDB2,AJ50,5,#,0.5,1,0.69,16.13,16.44,64.161,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,2,1,-0.36,15.53,16.89,63.243,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,6,1,-0.19,15.5,16.69,62.957,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,8,1,-0.78,15.24,17.02,61.202,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,12,1,-4.98,12.79,18.78,59.661,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,0.5,3,4.49,17.93,16.44,67.284,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,2,3,3.29,17.19,16.89,67.183,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,6,3,3.58,17.28,16.69,66.672,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,8,3,3.29,17.32,17.02,63.428,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ50,5,#,12,3,-0.41,15.37,18.78,61.103,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,0.5,1,0.79,16.27,16.48,64.741,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,2,1,-0.22,15.66,16.89,63.646,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,6,1,-0.32,15.36,16.68,63.136,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,8,1,-0.44,15.53,16.98,61.76,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,12,1,-4.57,13.15,18.72,59.997,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,0.5,3,4.57,18.05,16.48,68.118,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,2,3,3.38,17.27,16.89,67.725,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,6,3,3.61,17.3,16.68,67.183,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,8,3,3.38,17.36,16.98,64.168,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ55,5,#,12,3,-0.19,15.53,18.72,61.705,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,0.5,1,0.95,16.42,16.46,65.101,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,2,1,-0.13,15.78,16.92,63.876,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,6,1,0.02,15.78,16.75,63.506,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,8,1,-0.55,15.53,17.09,61.683,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,12,1,-4.7,13.13,18.83,59.932,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,0.5,3,4.69,18.16,16.46,68.669,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,2,3,3.49,17.41,16.92,68.391,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,6,3,3.75,17.5,16.75,67.555,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,8,3,3.44,17.53,17.09,64.246,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ56,5,#,12,3,-0.17,15.66,18.83,61.728,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,0.5,1,0.91,16.41,16.49,65.078,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,2,1,-0.17,15.77,16.95,63.892,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,6,1,-0.01,15.76,16.77,63.528,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,8,1,-0.59,15.52,17.12,61.732,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,12,1,-4.81,13.09,18.91,60.042,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,0.5,3,4.68,18.17,16.49,68.668,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,2,3,3.47,17.42,16.95,68.417,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,6,3,3.72,17.49,16.77,67.524,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,8,3,3.4,17.53,17.12,64.192,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ57,5,#,12,3,-0.34,15.56,18.91,61.855,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,0.5,1,1.02,16.51,16.48,65.275,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,2,1,-0.11,15.83,16.94,63.936,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,6,1,0.02,15.79,16.77,63.6,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,8,1,-0.54,15.57,17.12,61.666,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,12,1,-4.71,13.16,18.88,59.842,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,0.5,3,4.75,18.24,16.48,69.038,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,2,3,3.54,17.48,16.94,68.765,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,6,3,3.77,17.54,16.77,67.799,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,8,3,3.45,17.58,17.12,64.378,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ58,5,#,12,3,-0.22,15.66,18.88,61.737,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,0.5,1,1.13,16.66,16.52,66.096,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,2,1,0,15.98,16.98,64.615,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,6,1,0.11,15.93,16.82,64.21,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,8,1,-0.43,15.76,17.19,62.237,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,12,1,-4.68,13.33,19.01,60.251,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,0.5,3,4.93,18.46,16.52,70.454,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,2,3,3.7,17.69,16.98,69.99,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,6,3,3.9,17.73,16.82,68.71,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,8,3,3.55,17.75,17.19,65.127,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ59,5,#,12,3,-0.27,15.74,19.01,62.428,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,0.5,1,1.16,16.69,16.53,66.567,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,2,1,0.05,16.04,16.98,65.134,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,6,1,0.15,15.96,16.8,64.742,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,8,1,-0.4,15.77,17.17,62.779,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,12,1,-4.52,13.37,18.89,60.888,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,0.5,3,4.96,18.49,16.53,70.829,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,2,3,3.77,17.75,16.98,70.512,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,6,3,3.95,17.76,16.8,69.209,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,8,3,3.62,17.79,17.17,65.519,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ60,5,#,12,3,-0.13,15.76,18.89,62.823,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,0.5,1,1.39,16.84,16.44,66.455,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,2,1,0.15,16.02,16.86,64.936,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,6,1,0.14,15.74,16.6,64.336,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,8,1,-0.61,15.28,16.9,62.266,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,12,1,-3.75,13.72,18.48,60.898,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,0.5,3,5.26,18.7,16.44,71.028,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,2,3,4.01,17.88,16.86,70.773,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,6,3,4.12,17.72,16.6,69.154,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,8,3,3.71,17.61,16.9,65.351,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AJ9,5,#,12,3,1.08,16.56,18.48,64.608,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,0.5,1,0.98,16.48,16.49,64.567,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,2,1,-0.2,15.67,16.88,63.309,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,6,1,-0.12,15.48,16.61,62.918,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,8,1,-0.87,15.07,16.95,60.951,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,12,1,-4.58,12.99,18.57,59.562,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,0.5,3,4.8,18.3,16.49,68.342,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,2,3,3.56,17.44,16.88,67.989,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,6,3,3.79,17.4,16.61,67.144,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,8,3,3.43,17.38,16.95,63.729,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP15,5,#,12,3,0.11,15.69,18.57,61.915,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,0.5,1,1.09,16.62,16.53,65.66,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,2,1,-0.36,15.59,16.96,64.166,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,6,1,0,15.73,16.73,64.217,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,8,1,-0.72,15.32,17.05,62.153,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,12,1,-4.85,12.94,18.79,60.325,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,0.5,3,4.85,18.39,16.53,69.082,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,2,3,3.53,17.49,16.96,68.834,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,6,3,3.84,17.57,16.73,68.325,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,8,3,3.5,17.55,17.05,64.655,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP16,5,#,12,3,-0.25,15.54,18.79,61.96,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,0.5,1,0.69,16.27,16.57,64.466,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,2,1,-0.44,15.49,16.93,63.469,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,6,1,-0.27,15.46,16.73,63.323,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,8,1,-0.96,15.09,17.06,61.399,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,12,1,-5.17,12.59,18.77,59.743,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,0.5,3,4.55,18.12,16.57,67.618,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,2,3,3.33,17.27,16.93,67.544,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,6,3,3.61,17.35,16.73,67.168,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,8,3,3.31,17.37,17.06,63.622,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP17,5,#,12,3,-0.5,15.27,18.77,61.128,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,0.5,1,0.77,16.29,16.52,64.134,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,2,1,-0.36,15.54,16.91,63.105,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,6,1,-0.42,15.25,16.67,62.546,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,8,1,-1.08,14.88,16.96,60.86,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,12,1,-4.73,12.71,18.44,59.658,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,0.5,3,4.56,18.08,16.52,67.243,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,2,3,3.32,17.23,16.91,66.995,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,6,3,3.51,17.19,16.67,66.227,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,8,3,3.17,17.13,16.96,63.055,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP18,5,#,12,3,0.3,15.75,18.44,62.217,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,0.5,1,0.59,16.15,16.56,63.98,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,2,1,-0.52,15.43,16.96,63.21,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,6,1,-0.45,15.29,16.74,62.945,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,8,1,-0.85,15.15,17.01,61.295,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,12,1,-5.18,12.51,18.7,59.697,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,0.5,3,4.41,17.97,16.56,66.703,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,2,3,3.18,17.14,16.96,66.79,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,6,3,3.35,17.1,16.74,66.43,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,8,3,3.2,17.21,17.01,63.224,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP19,5,#,12,3,-0.44,15.25,18.7,60.98,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,0.5,1,0.61,16.15,16.54,64.354,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,2,1,-0.5,15.43,16.93,63.535,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,6,1,-0.23,15.44,16.67,63.45,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,8,1,-1.47,14.58,17.05,61.353,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,12,1,-5.33,12.4,18.74,60.042,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,0.5,3,4.42,17.96,16.54,66.968,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,2,3,3.18,17.12,16.93,66.946,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,6,3,3.47,17.14,16.67,66.752,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,8,3,3.02,17.07,17.05,63.323,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP20,5,#,12,3,-0.79,14.95,18.74,61.251,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,0.5,1,0.32,15.87,16.55,63.504,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,2,1,-0.75,15.28,17.04,62.723,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,6,1,-0.57,15.22,16.79,62.551,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,8,1,-1.25,14.88,17.13,60.925,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,12,1,-5.53,12.35,18.88,59.604,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,0.5,3,4.18,17.73,16.55,66.094,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,2,3,2.94,16.99,17.04,65.878,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,6,3,3.3,17.1,16.79,65.842,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,8,3,3,17.13,17.13,62.672,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP25,5,#,12,3,-0.93,14.95,18.88,60.762,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,0.5,1,0.34,15.87,16.53,63.766,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,2,1,-0.73,15.29,17.03,62.937,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,6,1,-0.55,15.22,16.78,62.814,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,8,1,-1.27,14.83,17.11,61.194,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,12,1,-5.51,12.3,18.82,59.842,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,0.5,3,4.2,17.74,16.53,66.33,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,2,3,2.97,17.01,17.03,66.104,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,6,3,3.33,17.11,16.78,66.028,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,8,3,3.01,17.12,17.11,62.869,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP26,5,#,12,3,-0.85,14.96,18.82,60.918,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,0.5,1,0.28,15.82,16.54,63.384,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,2,1,-0.71,15.29,17.01,62.583,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,6,1,-0.56,15.22,16.78,62.381,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,8,1,-1.24,14.9,17.14,60.793,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,12,1,-5.54,12.35,18.89,59.473,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,0.5,3,4.16,17.7,16.54,66.052,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,2,3,2.97,16.98,17.01,65.79,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,6,3,3.29,17.08,16.78,65.675,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,8,3,2.97,17.12,17.14,62.46,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP27,5,#,12,3,-0.93,14.95,18.89,60.651,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,0.5,1,0.49,16.01,16.52,64.203,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,2,1,-0.53,15.46,17,63.293,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,6,1,-0.37,15.38,16.75,63.072,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,8,1,-1.03,15.05,17.08,61.394,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,12,1,-5.23,12.54,18.77,59.926,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,0.5,3,4.34,17.86,16.52,67.122,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,2,3,3.14,17.14,17,66.815,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,6,3,3.46,17.22,16.75,66.653,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,8,3,3.16,17.25,17.08,63.348,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP28,5,#,12,3,-0.62,15.14,18.77,61.24,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,0.5,1,0.38,15.91,16.53,63.656,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,2,1,-0.62,15.39,17.02,62.812,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,6,1,-0.46,15.33,16.79,62.625,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,8,1,-1.13,15,17.13,60.962,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,12,1,-5.44,12.46,18.9,59.568,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,0.5,3,4.24,17.77,16.53,66.461,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,2,3,3.05,17.07,17.02,66.213,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,6,3,3.38,17.17,16.79,66.042,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,8,3,3.06,17.19,17.13,62.787,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP29,5,#,12,3,-0.87,15.02,18.9,60.868,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,0.5,1,0.42,15.9,16.47,63.453,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,2,1,-0.59,15.37,16.96,62.548,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,6,1,-0.49,15.23,16.72,62.278,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,8,1,-1.09,14.93,17.03,60.635,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
693862,PDB2,AP30,5,#,12,1,-5.29,12.43,18.72,59.183,#,#,#,#,#,#,#,#,#,#,#,#,PASS,#,#,#
