,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain
624,18,1,-2.88,16.77,20.65
634,18,1,-2.86,16.8,20.66
644,18,1,-2.9,16.85,20.75
654,18,1,-2.67,16.89,20.57
664,18,1,-2.94,16.86,20.8
674,18,1,-2.87,16.88,20.76
684,18,1,-2.89,16.91,20.81
694,18,1,-2.88,16.85,20.73
704,18,1,-2.8,16.86,20.66
714,18,1,-2.78,16.91,20.7
724,18,1,-2.6,17.41,21.01
734,18,1,-2.45,17.35,20.81
744,18,1,-2.69,17.18,20.87
754,18,1,-2.89,17.15,21.05
764,18,1,-2.99,17.07,21.07
774,18,1,-3.26,16.76,21.02
784,18,1,-3.25,16.73,20.98
794,18,1,-3.18,16.76,20.95
804,18,1,-3.18,16.73,20.91
814,18,1,-2.61,16.65,20.27
824,18,1,-3.11,16.66,20.77
834,18,1,-3.17,16.59,20.77
844,18,1,-3.2,16.66,20.86
854,18,1,-3.12,16.59,20.72
864,18,1,-3.19,16.65,20.84
874,18,1,-3.01,16.71,20.72
884,18,1,-3.03,16.6,20.63
894,18,1,-3.19,16.61,20.8
904,18,1,-2.95,16.67,20.62
914,18,1,-3.28,16.52,20.8
924,18,1,-3.11,16.54,20.66
934,18,1,-3.18,16.55,20.74
944,18,1,-2.99,16.69,20.69
954,18,1,-3.06,16.72,20.79
964,18,1,-2.83,16.8,20.64
974,18,1,-3.04,16.79,20.83
984,18,1,-2.87,16.74,20.62
994,18,1,-2.95,16.78,20.73
1004,18,1,-2.95,16.77,20.73
1014,18,1,-2.89,16.76,20.66
1024,18,1,-3.06,16.76,20.82
1034,18,1,-3.0,16.77,20.78
1044,18,1,-2.93,16.87,20.81
1054,18,1,-2.74,16.93,20.67
1064,18,1,-2.89,16.84,20.73
1074,18,1,-3.4,16.98,21.38
1084,18,1,-3.4,16.97,21.38
1094,18,1,-3.23,17.02,21.25
1104,18,1,-3.05,17.1,21.16
1114,18,1,-2.99,17.06,21.06
1124,18,1,-3.11,16.96,21.07
1134,18,1,-3.06,16.88,20.95
1144,18,1,-3.14,16.83,20.98
1154,18,1,-2.99,16.83,20.83
1164,18,1,-3.03,16.84,20.87
1174,18,1,-3.01,16.89,20.9
1184,18,1,-2.93,16.81,20.74
1194,18,1,-3.03,16.84,20.87
1204,18,1,-2.92,16.86,20.78
1214,18,1,-3.02,16.85,20.88
1224,18,1,-2.97,16.85,20.83
1234,18,1,-2.94,16.81,20.75
1244,18,1,-3.08,16.83,20.92
1254,18,1,-2.98,16.88,20.87
1264,18,1,-3.09,16.85,20.95
1274,18,1,-3.09,16.9,20.99
1284,18,1,-3.13,16.87,21.0
1294,18,1,-3.13,16.84,20.97
1304,18,1,-3.19,16.82,21.02
1314,18,1,-2.66,17.24,20.91
1324,18,1,-2.55,17.27,20.82
1334,18,1,-2.46,17.25,20.71
1344,18,1,-2.64,17.21,20.85
1354,18,1,-2.75,17.11,20.87
1364,18,1,-2.77,17.09,20.87
1374,18,1,-2.7,17.14,20.85
1384,18,1,-2.92,17.06,20.98
1394,18,1,-2.79,17.05,20.85
1404,18,1,-2.91,17.07,20.99
1414,18,1,-2.74,17.02,20.77
1424,18,1,-2.74,17.01,20.76
1434,18,1,-2.67,17.07,20.75
1444,18,1,-2.77,16.96,20.74
1454,18,1,-2.87,17.0,20.87
1464,18,1,-2.78,17.02,20.81
1474,18,1,-2.9,17.02,20.93
1484,18,1,-2.84,16.94,20.78
1494,18,1,-2.91,16.94,20.86
1504,18,1,-2.83,17.01,20.85
1514,18,1,-2.86,16.95,20.81
1524,18,1,-2.79,17.02,20.82
1534,18,1,-2.7,17.01,20.71
1544,18,1,-2.89,16.97,20.87
1554,18,1,-2.71,17.0,20.71
1564,18,1,-2.72,17.02,20.75
1574,18,1,-2.69,16.96,20.66
1584,18,1,-2.74,16.95,20.7
1594,18,1,-2.34,17.46,20.8
1604,18,1,-2.48,17.27,20.76
1614,18,1,-2.62,17.3,20.93
1624,18,1,-2.55,17.27,20.82
1634,18,1,-2.72,17.16,20.88
1644,18,1,-2.65,17.18,20.83
1654,18,1,-2.8,17.09,20.89
1664,18,1,-2.7,17.07,20.77
1674,18,1,-2.65,17.02,20.68
1684,18,1,-2.71,17.08,20.8
1694,18,1,-2.61,17.1,20.71
1704,18,1,-2.8,17.0,20.81
1714,18,1,-2.75,17.03,20.78
1724,18,1,-2.83,16.99,20.83
1734,18,1,-2.86,16.91,20.77
1744,18,1,-2.82,16.94,20.77
1754,18,1,-2.64,17.06,20.71
1764,18,1,-2.37,17.14,20.52
1774,18,1,-2.53,17.03,20.57
1784,18,1,-2.46,17.03,20.49
1794,18,1,-2.69,17.01,20.7
1804,18,1,-2.72,16.98,20.7
1814,18,1,-2.97,16.81,20.79
1824,18,1,-2.85,16.91,20.77
1834,18,1,-2.65,17.01,20.67
1844,18,1,-2.79,17.01,20.8
1854,18,1,-2.72,16.98,20.7
1864,18,1,-2.8,16.98,20.79
1874,18,1,-2.78,16.97,20.76
1884,18,1,-2.84,16.9,20.75
1894,18,1,-2.88,16.96,20.85
1904,18,1,-2.77,16.96,20.73
1914,18,1,-2.89,16.9,20.8
1924,18,1,-2.72,16.99,20.72
1934,18,1,-2.82,16.98,20.81
1944,18,1,-2.64,16.91,20.56
1954,18,1,-2.4,17.31,20.71
1964,18,1,-2.5,17.17,20.67
1974,18,1,-2.61,17.16,20.77
1984,18,1,-2.43,17.19,20.63
1994,18,1,-2.57,17.11,20.68
2004,18,1,-2.5,17.09,20.6
2014,18,1,-2.56,17.08,20.65
2024,18,1,-2.54,16.99,20.54
2034,18,1,-2.65,16.96,20.62
2044,18,1,-2.47,17.06,20.54
2054,18,1,-2.41,17.04,20.46
2064,18,1,-2.52,17.01,20.54
2074,18,1,-2.56,16.98,20.54
2084,18,1,-2.65,16.99,20.65
2094,18,1,-2.6,16.88,20.49
2104,18,1,-2.67,16.95,20.63
2114,18,1,-2.76,16.97,20.74
2124,18,1,-2.53,16.96,20.5
2134,18,1,-2.49,16.94,20.44
2144,18,1,-2.27,16.99,20.27
2154,18,1,-2.56,17.0,20.57
2164,18,1,-2.6,16.96,20.57
2174,18,1,-2.66,16.95,20.61
2184,18,1,-2.83,16.89,20.72
2194,18,1,-2.72,16.94,20.66
2204,18,1,-2.84,16.89,20.73
2214,18,1,-2.57,16.93,20.51
2224,18,1,-2.72,16.88,20.61
2234,18,1,-2.95,16.8,20.75
2244,18,1,-2.9,16.86,20.77
2254,18,1,-2.88,16.95,20.84
2264,18,1,-2.71,17.06,20.77
2274,18,1,-2.92,16.92,20.85
2284,18,1,-2.72,17.0,20.72
2294,18,1,-2.85,17.01,20.86
2304,18,1,-2.67,16.99,20.67
2314,18,1,-2.67,16.98,20.66
2324,18,1,-2.49,17.4,20.89
2334,18,1,-2.43,17.39,20.82
2344,18,1,-2.36,17.37,20.74
