,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain
817,12,3,-2.96,16.8,22.77
827,12,3,-2.57,16.89,22.46
837,12,3,-2.83,16.82,22.65
847,12,3,-2.74,16.88,22.63
857,12,3,-2.73,16.81,22.55
867,12,3,-2.79,16.87,22.67
877,12,3,-2.65,16.9,22.55
887,12,3,-2.68,16.78,22.47
897,12,3,-2.82,16.82,22.65
907,12,3,-2.66,16.85,22.52
917,12,3,-2.96,16.75,22.71
927,12,3,-2.84,16.74,22.58
937,12,3,-2.93,16.75,22.69
947,12,3,-2.69,16.9,22.6
957,12,3,-2.71,16.96,22.67
967,12,3,-2.5,17.01,22.51
977,12,3,-2.66,17.01,22.67
987,12,3,-2.56,16.99,22.55
997,12,3,-2.55,17.01,22.56
1007,12,3,-2.56,16.98,22.55
1017,12,3,-2.46,17.0,22.47
1027,12,3,-2.61,16.98,22.59
1037,12,3,-2.5,17.02,22.52
1047,12,3,-2.29,17.13,22.42
1057,12,3,-2.01,17.25,22.26
1067,12,3,-2.05,17.19,22.25
1077,12,3,-2.5,17.15,22.66
1087,12,3,-2.56,17.14,22.71
1097,12,3,-2.35,17.24,22.59
1107,12,3,-2.29,17.3,22.59
1117,12,3,-2.3,17.26,22.57
1127,12,3,-2.5,17.2,22.71
1137,12,3,-2.5,17.11,22.61
1147,12,3,-2.6,17.08,22.69
1157,12,3,-2.5,17.04,22.54
1167,12,3,-2.61,17.04,22.65
1177,12,3,-2.51,17.13,22.65
1187,12,3,-2.44,17.06,22.5
1197,12,3,-2.54,17.09,22.63
1207,12,3,-2.46,17.07,22.53
1217,12,3,-2.53,17.07,22.6
1227,12,3,-2.45,17.08,22.54
1237,12,3,-2.33,17.01,22.35
1247,12,3,-2.52,17.04,22.56
1257,12,3,-2.35,17.09,22.44
1267,12,3,-2.38,17.07,22.46
1277,12,3,-2.37,17.12,22.49
1287,12,3,-2.44,17.07,22.52
1297,12,3,-2.34,17.05,22.4
1307,12,3,-2.26,17.03,22.3
1317,12,3,-1.81,17.42,22.23
1327,12,3,-1.67,17.44,22.11
1337,12,3,-1.66,17.43,22.1
1347,12,3,-1.83,17.39,22.23
1357,12,3,-2.12,17.27,22.4
1367,12,3,-2.1,17.28,22.38
1377,12,3,-2.08,17.31,22.4
1387,12,3,-2.42,17.25,22.68
1397,12,3,-2.32,17.25,22.57
1407,12,3,-2.39,17.29,22.69
1417,12,3,-2.16,17.24,22.41
1427,12,3,-2.18,17.27,22.45
1437,12,3,-2.14,17.33,22.47
1447,12,3,-2.24,17.22,22.47
1457,12,3,-2.32,17.27,22.59
1467,12,3,-2.22,17.28,22.51
1477,12,3,-2.38,17.25,22.64
1487,12,3,-2.3,17.19,22.49
1497,12,3,-2.38,17.16,22.55
1507,12,3,-2.31,17.27,22.58
1517,12,3,-2.34,17.18,22.53
1527,12,3,-2.22,17.27,22.5
1537,12,3,-2.11,17.28,22.39
1547,12,3,-2.34,17.23,22.58
1557,12,3,-2.13,17.27,22.41
1567,12,3,-2.11,17.3,22.42
1577,12,3,-2.06,17.28,22.35
1587,12,3,-2.02,17.31,22.33
1597,12,3,-1.34,17.61,21.96
1607,12,3,-1.66,17.48,22.15
1617,12,3,-1.89,17.51,22.41
1627,12,3,-1.8,17.49,22.29
1637,12,3,-2.05,17.39,22.45
1647,12,3,-1.99,17.4,22.4
1657,12,3,-2.22,17.29,22.51
1667,12,3,-2.13,17.3,22.43
1677,12,3,-2.05,17.25,22.31
1687,12,3,-2.12,17.3,22.43
1697,12,3,-2.06,17.31,22.38
1707,12,3,-2.37,17.19,22.57
1717,12,3,-2.26,17.24,22.51
1727,12,3,-2.38,17.19,22.58
1737,12,3,-2.39,17.11,22.51
1747,12,3,-2.25,17.17,22.42
1757,12,3,-2.09,17.28,22.38
1767,12,3,-1.86,17.36,22.23
1777,12,3,-2.0,17.25,22.26
1787,12,3,-2.01,17.21,22.23
1797,12,3,-2.15,17.23,22.39
1807,12,3,-2.16,17.19,22.36
1817,12,3,-2.58,16.97,22.55
1827,12,3,-2.28,17.15,22.43
1837,12,3,-2.12,17.23,22.36
1847,12,3,-2.25,17.23,22.49
1857,12,3,-2.17,17.23,22.41
1867,12,3,-2.3,17.23,22.53
1877,12,3,-2.27,17.22,22.5
1887,12,3,-2.41,17.15,22.57
1897,12,3,-2.36,17.24,22.6
1907,12,3,-2.24,17.26,22.5
1917,12,3,-2.34,17.21,22.56
1927,12,3,-2.14,17.36,22.5
1937,12,3,-2.21,17.33,22.55
1947,12,3,-1.93,17.32,22.25
1957,12,3,-1.64,17.54,22.19
1967,12,3,-1.8,17.44,22.25
1977,12,3,-1.97,17.41,22.39
1987,12,3,-1.83,17.43,22.27
1997,12,3,-2.0,17.4,22.4
2007,12,3,-1.99,17.36,22.35
2017,12,3,-2.07,17.33,22.41
2027,12,3,-2.03,17.25,22.29
2037,12,3,-2.06,17.24,22.3
2047,12,3,-1.96,17.34,22.3
2057,12,3,-1.81,17.32,22.14
2067,12,3,-1.96,17.28,22.25
2077,12,3,-1.96,17.25,22.22
2087,12,3,-2.06,17.24,22.3
2097,12,3,-2.04,17.12,22.17
2107,12,3,-1.94,17.2,22.14
2117,12,3,-2.02,17.2,22.23
2127,12,3,-1.88,17.22,22.1
2137,12,3,-1.9,17.17,22.08
2147,12,3,-1.88,17.19,22.08
2157,12,3,-1.9,17.24,22.15
2167,12,3,-1.96,17.2,22.16
2177,12,3,-1.97,17.19,22.17
2187,12,3,-2.19,17.12,22.31
2197,12,3,-2.08,17.19,22.28
2207,12,3,-2.32,17.15,22.47
2217,12,3,-2.18,17.18,22.37
2227,12,3,-2.42,17.14,22.57
2237,12,3,-2.58,17.03,22.62
2247,12,3,-2.49,17.1,22.6
2257,12,3,-2.52,17.19,22.72
2267,12,3,-2.26,17.36,22.62
2277,12,3,-2.48,17.21,22.69
2287,12,3,-2.2,17.35,22.55
2297,12,3,-2.34,17.36,22.71
2307,12,3,-2.1,17.37,22.48
2317,12,3,-1.89,17.5,22.39
2327,12,3,-1.48,17.6,22.08
2337,12,3,-1.53,17.59,22.12
2347,12,3,-1.57,17.59,22.16
