,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain
966,9,3,-2.67,16.64,22.32
976,9,3,-2.84,16.64,22.48
986,9,3,-2.68,16.64,22.33
996,9,3,-2.73,16.65,22.39
1006,9,3,-2.75,16.62,22.38
1016,9,3,-2.57,16.68,22.26
1026,9,3,-2.77,16.63,22.4
1036,9,3,-2.66,16.68,22.34
1046,9,3,-2.4,16.78,22.18
1056,9,3,-2.12,16.9,22.03
1066,9,3,-2.19,16.84,22.03
1076,9,3,-2.79,16.66,22.45
1086,9,3,-2.83,16.66,22.5
1096,9,3,-2.56,16.78,22.35
1106,9,3,-2.47,16.85,22.33
1116,9,3,-2.47,16.83,22.31
1126,9,3,-2.67,16.8,22.47
1136,9,3,-2.67,16.72,22.39
1146,9,3,-2.75,16.69,22.44
1156,9,3,-2.67,16.66,22.34
1166,9,3,-2.75,16.68,22.44
1176,9,3,-2.64,16.77,22.41
1186,9,3,-2.57,16.71,22.28
1196,9,3,-2.68,16.71,22.4
1206,9,3,-2.61,16.7,22.31
1216,9,3,-2.67,16.7,22.37
1226,9,3,-2.61,16.71,22.33
1236,9,3,-2.48,16.64,22.12
1246,9,3,-2.67,16.65,22.33
1256,9,3,-2.5,16.7,22.2
1266,9,3,-2.56,16.66,22.22
1276,9,3,-2.52,16.71,22.24
1286,9,3,-2.58,16.67,22.25
1296,9,3,-2.52,16.64,22.17
1306,9,3,-2.47,16.64,22.11
1316,9,3,-2.03,16.93,21.97
1326,9,3,-1.88,16.94,21.83
1336,9,3,-1.88,16.96,21.85
1346,9,3,-2.03,16.92,21.96
1356,9,3,-2.34,16.82,22.16
1366,9,3,-2.3,16.82,22.13
1376,9,3,-2.29,16.86,22.16
1386,9,3,-2.61,16.83,22.44
1396,9,3,-2.51,16.83,22.34
1406,9,3,-2.59,16.88,22.47
1416,9,3,-2.39,16.82,22.22
1426,9,3,-2.35,16.87,22.22
1436,9,3,-2.28,16.93,22.22
1446,9,3,-2.43,16.83,22.26
1456,9,3,-2.5,16.85,22.36
1466,9,3,-2.4,16.89,22.29
1476,9,3,-2.56,16.86,22.43
1486,9,3,-2.47,16.81,22.28
1496,9,3,-2.56,16.78,22.34
1506,9,3,-2.45,16.89,22.34
1516,9,3,-2.5,16.81,22.31
1526,9,3,-2.35,16.89,22.25
1536,9,3,-2.28,16.9,22.18
1546,9,3,-2.49,16.87,22.36
1556,9,3,-2.27,16.91,22.19
1566,9,3,-2.24,16.93,22.18
1576,9,3,-2.18,16.93,22.11
1586,9,3,-2.12,16.98,22.1
1596,9,3,-1.55,17.1,21.65
1606,9,3,-1.86,17.03,21.89
1616,9,3,-2.08,17.04,22.12
1626,9,3,-1.97,17.06,22.03
1636,9,3,-2.24,16.94,22.18
1646,9,3,-2.17,16.96,22.14
1656,9,3,-2.38,16.86,22.25
1666,9,3,-2.34,16.88,22.23
1676,9,3,-2.22,16.84,22.06
1686,9,3,-2.29,16.88,22.17
1696,9,3,-2.22,16.89,22.11
1706,9,3,-2.56,16.77,22.34
1716,9,3,-2.47,16.82,22.3
1726,9,3,-2.57,16.77,22.35
1736,9,3,-2.61,16.69,22.3
1746,9,3,-2.45,16.76,22.21
1756,9,3,-2.26,16.86,22.13
1766,9,3,-2.05,16.95,22.01
1776,9,3,-2.22,16.83,22.06
1786,9,3,-2.22,16.8,22.03
1796,9,3,-2.34,16.82,22.16
1806,9,3,-2.36,16.78,22.15
1816,9,3,-2.76,16.58,22.35
1826,9,3,-2.46,16.74,22.21
1836,9,3,-2.29,16.82,22.12
1846,9,3,-2.41,16.83,22.25
1856,9,3,-2.33,16.84,22.17
1866,9,3,-2.46,16.84,22.31
1876,9,3,-2.44,16.85,22.3
1886,9,3,-2.56,16.79,22.36
1896,9,3,-2.5,16.88,22.38
1906,9,3,-2.39,16.92,22.31
1916,9,3,-2.45,16.89,22.35
1926,9,3,-2.23,17.06,22.3
1936,9,3,-2.26,17.04,22.3
1946,9,3,-2.02,17.02,22.04
1956,9,3,-1.8,17.12,21.93
1966,9,3,-1.94,17.05,21.99
1976,9,3,-2.12,17.0,22.13
1986,9,3,-1.97,17.04,22.02
1996,9,3,-2.14,17.01,22.15
2006,9,3,-2.13,16.98,22.12
2016,9,3,-2.19,16.94,22.14
2026,9,3,-2.2,16.86,22.06
2036,9,3,-2.23,16.85,22.09
2046,9,3,-2.11,16.95,22.06
2056,9,3,-1.96,16.94,21.9
2066,9,3,-2.11,16.87,21.99
2076,9,3,-2.1,16.85,21.96
2086,9,3,-2.25,16.84,22.09
2096,9,3,-2.2,16.71,21.91
2106,9,3,-2.14,16.78,21.93
2116,9,3,-2.22,16.78,22.01
2126,9,3,-2.05,16.81,21.87
2136,9,3,-2.06,16.77,21.83
2146,9,3,-1.91,16.82,21.74
2156,9,3,-2.08,16.83,21.91
2166,9,3,-2.17,16.77,21.94
2176,9,3,-2.17,16.78,21.96
2186,9,3,-2.39,16.71,22.1
2196,9,3,-2.27,16.79,22.07
2206,9,3,-2.49,16.77,22.26
2216,9,3,-2.35,16.8,22.16
2226,9,3,-2.57,16.77,22.34
2236,9,3,-2.76,16.69,22.45
2246,9,3,-2.68,16.76,22.45
2256,9,3,-2.65,16.84,22.5
2266,9,3,-2.39,17.02,22.41
2276,9,3,-2.6,16.88,22.49
2286,9,3,-2.32,17.02,22.35
2296,9,3,-2.45,17.04,22.5
2306,9,3,-2.18,17.07,22.26
2316,9,3,-1.89,17.29,22.19
2326,9,3,-1.69,17.09,21.78
2336,9,3,-1.73,17.11,21.84
2346,9,3,-1.74,17.14,21.88
