,Freq,Compression Level,Pin_comp,Pout_comp,Linear Gain,Id
902,6.0,1,-0.06,15.61,16.67,63.667
912,6.0,1,0.03,15.78,16.75,63.943999999999996
922,6.0,1,-0.22,15.5,16.72,63.356
932,6.0,1,0.07,15.86,16.79,64.252
942,6.0,1,0.01,15.78,16.77,63.986000000000004
952,6.0,1,0.01,15.8,16.78,63.457
962,6.0,1,0.15,15.95,16.8,64.556
972,6.0,1,0.14,15.97,16.83,64.324
982,6.0,1,0.18,15.96,16.78,64.146
992,6.0,1,0.06,15.77,16.7,63.618
1002,6.0,1,0.16,15.77,16.61,63.726000000000006
1012,6.0,1,0.12,15.69,16.56,63.716
1022,6.0,1,-0.08,15.49,16.57,63.841
1032,6.0,1,0.15,15.72,16.56,63.803000000000004
1042,6.0,1,0.33,15.93,16.59,64.64699999999999
1052,6.0,1,0.33,15.92,16.59,65.068
1062,6.0,1,0.25,15.89,16.63,64.891
1072,6.0,1,0.18,15.79,16.61,64.047
1082,6.0,1,0.71,16.1,16.38,65.804
1092,6.0,1,0.21,15.78,16.56,64.499
1102,6.0,1,0.17,15.72,16.55,64.236
1112,6.0,1,0.37,15.92,16.55,64.612
1122,6.0,1,0.1,15.7,16.6,64.465
1132,6.0,1,0.13,15.76,16.62,64.38
1142,6.0,1,0.11,15.66,16.54,64.112
1152,6.0,1,0.04,15.67,16.62,63.659
1162,6.0,1,-0.01,15.65,16.67,63.85
1172,6.0,1,-0.02,15.62,16.65,63.248999999999995
1182,6.0,1,0.0,15.67,16.68,63.411
1192,6.0,1,0.03,15.71,16.67,64.066
1202,6.0,1,0.02,15.72,16.69,63.645
1212,6.0,1,0.03,15.71,16.67,63.758
1222,6.0,1,0.13,15.8,16.66,63.75
1232,6.0,1,0.17,15.7,16.52,64.126
1242,6.0,1,0.11,15.69,16.58,64.053
1252,6.0,1,0.13,15.65,16.52,63.806999999999995
1262,6.0,1,-0.05,15.55,16.6,63.15
1272,6.0,1,0.04,15.64,16.6,63.085
1282,6.0,1,-0.09,15.47,16.56,63.446999999999996
1292,6.0,1,-0.02,15.61,16.63,63.413999999999994
1302,6.0,1,-0.05,15.63,16.68,63.477
1312,6.0,1,-0.1,15.56,16.67,63.617
1322,6.0,1,0.28,15.9,16.61,64.725
1332,6.0,1,0.02,15.74,16.72,63.981
1342,6.0,1,0.15,15.78,16.63,64.59899999999999
1352,6.0,1,0.0,15.71,16.7,63.643
1362,6.0,1,-0.03,15.62,16.66,63.841
1372,6.0,1,-0.34,15.3,16.64,62.865
1382,6.0,1,0.03,15.76,16.73,64.464
1392,6.0,1,-0.04,15.68,16.72,63.365
1402,6.0,1,-0.01,15.65,16.66,63.645
1412,6.0,1,-0.16,15.51,16.68,63.703
1422,6.0,1,0.08,15.67,16.59,63.611000000000004
1432,6.0,1,0.08,15.73,16.64,63.881
1442,6.0,1,0.06,15.71,16.64,63.986000000000004
1452,6.0,1,0.14,15.8,16.66,64.264
1462,6.0,1,0.15,15.79,16.63,64.068
1472,6.0,1,0.18,15.78,16.6,63.88399999999999
1482,6.0,1,0.16,15.78,16.61,64.358
1492,6.0,1,0.14,15.75,16.61,63.845
1502,6.0,1,0.21,15.78,16.57,64.221
1512,6.0,1,0.02,15.62,16.59,63.942
1522,6.0,1,-0.11,15.44,16.55,62.717
1532,6.0,1,0.06,15.62,16.55,63.883
1542,6.0,1,0.12,15.74,16.61,63.979
1552,6.0,1,0.14,15.77,16.63,64.304
1562,6.0,1,0.07,15.67,16.6,64.167
1572,6.0,1,0.05,15.69,16.64,63.793
1582,6.0,1,0.03,15.76,16.73,63.672
1592,6.0,1,0.0,15.78,16.78,64.02600000000001
1602,6.0,1,0.11,15.86,16.75,64.154
1612,6.0,1,0.15,15.94,16.79,64.696
1622,6.0,1,0.12,15.92,16.8,64.152
1632,6.0,1,0.4,16.04,16.63,64.86
1642,6.0,1,-0.14,15.62,16.76,63.7
1652,6.0,1,0.09,15.79,16.69,64.124
1662,6.0,1,-0.16,15.6,16.77,64.027
1672,6.0,1,-0.29,15.43,16.73,63.016999999999996
1682,6.0,1,-0.08,15.64,16.73,63.763999999999996
1692,6.0,1,0.0,15.74,16.73,63.568000000000005
1702,6.0,1,0.06,15.8,16.74,63.98
1712,6.0,1,0.0,15.76,16.76,64.12
1722,6.0,1,-0.01,15.69,16.71,63.95399999999999
1732,6.0,1,0.0,15.68,16.69,63.496
1742,6.0,1,-0.05,15.58,16.64,63.792
1752,6.0,1,-0.05,15.53,16.58,63.528999999999996
1762,6.0,1,-0.11,15.43,16.55,63.021
1772,6.0,1,-0.19,15.44,16.63,63.567
1782,6.0,1,-0.13,15.5,16.64,63.482
1792,6.0,1,-0.1,15.55,16.65,63.136
1802,6.0,1,0.1,15.7,16.6,63.765
1812,6.0,1,0.11,15.61,16.5,63.56100000000001
1822,6.0,1,0.14,15.64,16.49,63.86600000000001
1832,6.0,1,0.07,15.67,16.59,63.56
1842,6.0,1,0.08,15.69,16.6,63.71
1852,6.0,1,-0.23,15.27,16.51,63.073
1862,6.0,1,0.13,15.7,16.57,64.005
1872,6.0,1,0.02,15.7,16.67,63.948
1882,6.0,1,-0.26,15.31,16.57,63.038000000000004
1892,6.0,1,0.1,15.68,16.58,63.778
1902,6.0,1,0.17,15.92,16.75,64.60600000000001
1912,6.0,1,0.1,15.9,16.8,64.54
1922,6.0,1,0.19,15.97,16.78,64.29
1932,6.0,1,0.16,16.01,16.84,64.518
1942,6.0,1,0.28,16.02,16.73,64.367
1952,6.0,1,0.35,16.08,16.73,64.92699999999999
1962,6.0,1,0.27,15.93,16.66,64.76899999999999
1972,6.0,1,0.17,15.93,16.76,64.643
