,Id1,Id2,Freq,Pin,Pout,Gain
11200,41.82,90.54,6,-13,10.49,23.49
11280,40.61,90.67,6,-13,10.345,23.345
11360,40.71,89.36,6,-13,10.279000000000002,23.279
11440,41.16,89.48,6,-13,10.237,23.237
11520,40.51,89.56,6,-13,10.333,23.333000000000002
11600,41.14,89.28,6,-13,10.376,23.375999999999998
11680,40.44,89.52,6,-13,10.359000000000002,23.359
11760,41.12,89.48,6,-13,10.454,23.454
11840,40.21,88.97,6,-13,10.357999999999999,23.358
11920,40.36,89.13,6,-13,10.415999999999999,23.416
12000,40.9,88.79,6,-13,10.362,23.362
12080,40.03,88.67,6,-13,10.404000000000002,23.404
12160,40.49,88.5,6,-13,10.279000000000002,23.279
12240,39.52,88.39,6,-13,10.29,23.29
12320,40.23,87.74,6,-13,10.417,23.416999999999998
12400,38.97,87.76,6,-13,10.29,23.29
12480,38.95,86.77,6,-13,10.27,23.27
12560,39.75,86.09,6,-13,10.147,23.147
12640,38.43,86.45,6,-13,10.207,23.206999999999997
12720,43.13,96.12,6,-13,9.767999999999999,22.768
12800,42.38,93.7,6,-13,9.971,22.971
12880,42.98,93.5,6,-13,10.155,23.155
12960,42.24,92.69,6,-13,10.121,23.121
13040,42.57,91.86,6,-13,10.216000000000001,23.215999999999998
13120,41.5,91.99,6,-13,10.245999999999999,23.246
13200,42.02,91.53,6,-13,10.31,23.31
13280,40.47,90.5,6,-13,10.338,23.338
13360,40.88,89.77,6,-13,10.157,23.156999999999996
13440,41.79,90.32,6,-13,10.216000000000001,23.215999999999998
13520,40.9,90.38,6,-13,10.221,23.221
13600,41.21,89.63,6,-13,10.366,23.366
13680,40.49,89.86,6,-13,10.402000000000001,23.401999999999997
13760,41.13,89.52,6,-13,10.395999999999999,23.396
13840,40.19,89.5,6,-13,10.392999999999999,23.393
13920,40.53,89.34,6,-13,10.299000000000001,23.299
14000,41.43,90.13,6,-13,10.169,23.169
14080,40.87,90.48,6,-13,10.095,23.095
14160,41.27,89.96,6,-13,10.086,23.086
14240,40.59,89.9,6,-13,10.104,23.104
14320,41.03,89.87,6,-13,10.209,23.209
14400,40.19,90.12,6,-13,10.254000000000001,23.254
14480,40.34,88.01,6,-13,10.394,23.394000000000002
14560,41.03,89.19,6,-13,10.242,23.241999999999997
14640,40.23,89.63,6,-13,10.209,23.209
14720,41.03,89.52,6,-13,10.296,23.296
14800,40.11,89.15,6,-13,10.238999999999999,23.239
14880,40.54,88.4,6,-13,10.344000000000001,23.344
14960,39.48,88.36,6,-13,10.380999999999998,23.381
15040,39.4,86.32,6,-13,10.415,23.415
15120,40.0,87.3,6,-13,10.422,23.421999999999997
15200,38.77,86.71,6,-13,10.401,23.401
15280,39.25,85.51,6,-13,10.373,23.373
15360,38.09,84.9,6,-13,10.366,23.366
15440,38.76,84.69,6,-13,10.350999999999999,23.351
15520,37.55,84.11,6,-13,10.127,23.127
15600,40.97,91.58,6,-13,10.07,23.07
15680,40.74,89.87,6,-13,10.105,23.105
15760,41.82,89.81,6,-13,10.184,23.184
15840,40.39,89.59,6,-13,10.15,23.15
15920,41.09,88.25,6,-13,10.2,23.2
16000,39.85,88.15,6,-13,10.211,23.211
16080,40.85,88.31,6,-13,10.15,23.15
16160,39.56,87.95,6,-13,10.169,23.169
16240,39.78,87.35,6,-13,10.172,23.171999999999997
16320,40.72,87.65,6,-13,10.085,23.085
16400,39.8,87.75,6,-13,10.001,23.000999999999998
16480,40.74,88.13,6,-13,10.021,23.021
16560,40.05,88.43,6,-13,10.036,23.035999999999998
16640,40.69,88.64,6,-13,10.113999999999999,23.114
16720,39.86,88.74,6,-13,10.024,23.024
16800,40.28,88.68,6,-13,9.988999999999999,22.989
16880,40.78,88.9,6,-13,10.039,23.039
16960,40.13,88.54,6,-13,9.917,22.916999999999998
17040,40.55,88.81,6,-13,9.883,22.883000000000003
17120,40.39,88.49,6,-13,9.847999999999999,22.848000000000003
17200,40.84,89.22,6,-13,9.946,22.945999999999998
17280,40.64,89.95,6,-13,10.014,23.014
17360,40.59,88.73,6,-13,10.021,23.021
17440,40.81,88.64,6,-13,10.144,23.144000000000002
17520,40.09,88.58,6,-13,10.144,23.144000000000002
17600,40.25,87.31,6,-13,10.277000000000001,23.276999999999997
17680,39.4,87.45,6,-13,10.253,23.253
17760,39.43,85.82,6,-13,10.389000000000001,23.389
17840,38.63,85.32,6,-13,10.517000000000001,23.517
17920,39.25,85.63,6,-13,10.51,23.51
18000,39.98,86.67,6,-13,10.499,23.499000000000002
18080,39.02,86.59,6,-13,10.479000000000001,23.479
18160,39.48,85.84,6,-13,10.524000000000001,23.524
18240,38.1,85.97,6,-13,10.442,23.441999999999997
18320,39.03,85.18,6,-13,10.529000000000002,23.529
18400,37.62,84.37,6,-13,10.352,23.351999999999997
18480,36.35,81.94,6,-13,10.261,23.261
18560,43.45,94.75,6,-13,9.829,22.829
18640,42.35,94.75,6,-13,9.956,22.956
18720,42.37,92.2,6,-13,9.946,22.945999999999998
