,Id1,Id2,Freq,Pin,Pout,Gain
7762,39.38,84.09,12,-13,9.673,22.673000000000002
7842,37.66,83.08,12,-13,9.557,22.557
7922,38.82,83.01,12,-13,9.566,22.566
8002,37.71,83.41,12,-13,9.551,22.551
8082,37.74,81.72,12,-13,9.475,22.475
8162,38.77,82.81,12,-13,9.597999999999999,22.598000000000003
8242,37.67,82.83,12,-13,9.524,22.524
8322,39.07,83.44,12,-13,9.429,22.429000000000002
8402,37.67,83.91,12,-13,9.267000000000001,22.267
8482,38.35,83.29,12,-13,9.25,22.25
8562,42.84,93.13,12,-13,9.665,22.665
8642,42.08,92.47,12,-13,9.71,22.71
8722,41.43,90.22,12,-13,9.593,22.593000000000004
8802,41.5,89.87,12,-13,9.597999999999999,22.598000000000003
8882,40.53,89.34,12,-13,9.572000000000001,22.572
8962,40.54,87.43,12,-13,9.715,22.715
9042,39.5,86.79,12,-13,9.613,22.613000000000003
9122,40.09,86.14,12,-13,9.69,22.69
9202,38.41,85.53,12,-13,9.548,22.548000000000002
9282,38.59,83.88,12,-13,9.658,22.658
9362,39.47,84.37,12,-13,9.654,22.654
9442,37.99,83.82,12,-13,9.507,22.506999999999998
9522,39.25,84.24,12,-13,9.633,22.633000000000003
9602,38.28,84.38,12,-13,9.533999999999999,22.534000000000002
9682,39.18,84.4,12,-13,9.607000000000001,22.607
9762,37.82,84.25,12,-13,9.541,22.541
9842,38.39,83.69,12,-13,9.357999999999999,22.358
9922,39.62,84.93,12,-13,9.568,22.568
10002,38.71,85.38,12,-13,9.448,22.448
10082,39.86,86.32,12,-13,9.462,22.462
10162,39.7,87.03,12,-13,9.493,22.493000000000002
10242,39.98,86.83,12,-13,9.527999999999999,22.528000000000002
10322,39.26,86.89,12,-13,9.407,22.406999999999996
10402,39.89,86.58,12,-13,9.302,22.302
10482,42.83,94.45,12,-13,9.237,22.237
10562,43.11,94.87,12,-13,9.119,22.119
10642,42.61,92.99,12,-13,9.107000000000001,22.107
10722,42.28,93.18,12,-13,9.232999999999999,22.233
10802,41.67,91.09,12,-13,9.402000000000001,22.401999999999997
10882,42.06,91.15,12,-13,9.388,22.388
10962,41.54,91.17,12,-13,9.402000000000001,22.401999999999997
11042,41.9,89.93,12,-13,9.685,22.685
11122,41.08,89.66,12,-13,9.573,22.573
11202,41.71,89.47,12,-13,9.693999999999999,22.694000000000003
11282,40.55,89.55,12,-13,9.412,22.412
11362,40.58,88.29,12,-13,9.451,22.451
11442,41.03,88.49,12,-13,9.479,22.479
11522,40.38,88.47,12,-13,9.47,22.47
11602,41.06,88.19,12,-13,9.597999999999999,22.598000000000003
11682,40.36,88.46,12,-13,9.516,22.516
11762,41.06,88.44,12,-13,9.645,22.645
11842,40.11,87.91,12,-13,9.499,22.499000000000002
11922,40.24,87.98,12,-13,9.554,22.554000000000002
12002,40.8,87.85,12,-13,9.588,22.588
12082,39.92,87.62,12,-13,9.533999999999999,22.534000000000002
12162,40.34,87.46,12,-13,9.501,22.500999999999998
12242,39.39,87.27,12,-13,9.397,22.397
12322,40.09,86.59,12,-13,9.583,22.583000000000002
12402,38.86,86.65,12,-13,9.41,22.41
12482,38.92,85.71,12,-13,9.421,22.421
12562,39.62,85.01,12,-13,9.353,22.353
12642,38.25,85.17,12,-13,9.336,22.336
12722,42.96,94.79,12,-13,8.962,21.962
12802,42.26,92.53,12,-13,9.158,22.158
12882,42.88,92.37,12,-13,9.41,22.41
12962,42.13,91.52,12,-13,9.299,22.299
13042,42.43,90.75,12,-13,9.452,22.451999999999998
13122,41.4,90.81,12,-13,9.402000000000001,22.401999999999997
13202,41.88,90.3,12,-13,9.519,22.519000000000002
13282,40.38,89.38,12,-13,9.437999999999999,22.438000000000002
13362,40.75,88.69,12,-13,9.312999999999999,22.313000000000002
13442,41.69,89.3,12,-13,9.436,22.436
13522,40.78,89.32,12,-13,9.38,22.38
13602,41.13,88.61,12,-13,9.577,22.576999999999998
13682,40.37,88.81,12,-13,9.51,22.51
13762,41.08,88.52,12,-13,9.58,22.58
13842,40.13,88.49,12,-13,9.516,22.516
13922,40.45,88.28,12,-13,9.429,22.429000000000002
14002,41.31,89.03,12,-13,9.382,22.381999999999998
14082,40.82,89.39,12,-13,9.231,22.230999999999998
14162,41.18,88.93,12,-13,9.262,22.261999999999997
14242,40.47,88.86,12,-13,9.231,22.230999999999998
14322,40.95,88.78,12,-13,9.394,22.394000000000002
14402,40.1,89.05,12,-13,9.363,22.363000000000003
14482,40.28,87.04,12,-13,9.558,22.558000000000003
14562,40.98,88.23,12,-13,9.437999999999999,22.438000000000002
14642,40.16,88.64,12,-13,9.366,22.366
14722,40.95,88.47,12,-13,9.494,22.494
14802,40.07,88.14,12,-13,9.415,22.415
14882,40.47,87.42,12,-13,9.538,22.538
14962,39.43,87.33,12,-13,9.506,22.506
15042,39.31,85.36,12,-13,9.57,22.57
15122,39.94,86.26,12,-13,9.605,22.605
15202,38.71,85.69,12,-13,9.506,22.506
15282,39.21,84.47,12,-13,9.56,22.56
15362,38.01,83.81,12,-13,9.504,22.504
15442,38.67,83.66,12,-13,9.557,22.557
15522,37.48,83.01,12,-13,9.259,22.259
15602,40.79,90.46,12,-13,9.199,22.199
15682,40.6,88.79,12,-13,9.259,22.259
15762,41.74,88.7,12,-13,9.394,22.394000000000002
15842,40.26,88.48,12,-13,9.277000000000001,22.276999999999997
15922,40.99,87.2,12,-13,9.405,22.405
16002,39.7,87.16,12,-13,9.359,22.359
16082,40.77,87.32,12,-13,9.415,22.415
16162,39.48,86.86,12,-13,9.29,22.29
16242,39.67,86.37,12,-13,9.308,22.308000000000003
16322,40.58,86.68,12,-13,9.301,22.301
16402,39.75,86.7,12,-13,9.147,22.147
16482,40.65,87.08,12,-13,9.25,22.25
16562,39.95,87.35,12,-13,9.229,22.229
16642,40.65,87.61,12,-13,9.306000000000001,22.305999999999997
16722,39.68,87.58,12,-13,9.17,22.17
16802,40.18,87.67,12,-13,9.149,22.149
16882,40.68,87.91,12,-13,9.237,22.237
16962,40.01,87.56,12,-13,9.103,22.103
17042,40.51,87.81,12,-13,9.085,22.085
17122,40.25,87.51,12,-13,9.085,22.085
17202,40.8,88.23,12,-13,9.152000000000001,22.151999999999997
17282,40.57,88.95,12,-13,9.168,22.168000000000003
17362,40.51,87.73,12,-13,9.171,22.171
17442,40.71,87.7,12,-13,9.318999999999999,22.319000000000003
17522,40.04,87.66,12,-13,9.282,22.281999999999996
17602,40.21,86.42,12,-13,9.478,22.478
17682,39.34,86.5,12,-13,9.374,22.374000000000002
17762,39.35,84.97,12,-13,9.574,22.574
17842,38.57,84.49,12,-13,9.624,22.624000000000002
17922,39.2,84.71,12,-13,9.605,22.605
18002,39.91,85.66,12,-13,9.72,22.72
18082,38.96,85.61,12,-13,9.626,22.625999999999998
18162,39.38,84.67,12,-13,9.697000000000001,22.697
18242,38.01,84.82,12,-13,9.558,22.558000000000003
18322,38.96,84.0,12,-13,9.715,22.715
18402,37.55,83.22,12,-13,9.482000000000001,22.482
18482,36.3,80.71,12,-13,9.397,22.397
18562,43.28,93.46,12,-13,9.086,22.086
18642,42.22,93.44,12,-13,9.128,22.128
18722,42.25,90.99,12,-13,9.165,22.165
